disease,subtype,species,population,source,external_id,occurred_at,admin_level_1,admin_level_2,admin_level_3,latitude,longitude,cases,deaths,susceptible,distance_km,relevance_score,priority
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-38y9c,2026-05-08,Lubelskie,Puławy,Baranów,51.572585,22.203692,1.0,1.0,,1185.06,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-71a6x,2026-05-08,Podkarpackie,Przeworsk,Jawornik Polski,49.917061,22.383234,5.0,5.0,,1148.09,,
A.S.F. in domestic pigs,,,,adis,RS-ASF-2026-26q2w,2026-05-08,Pomoravski,Jagodina,,,,66.0,66.0,263.0,,,
A.S.F. in domestic pigs,,,,adis,RS-ASF-2026-lol1y,2026-05-08,Pomoravski,Jagodina,,,,3.0,,49.0,,,
A.S.F. in domestic pigs,,,,adis,RS-ASF-2026-a9zat,2026-05-08,Mačvanski,Vladimirci,,,,8.0,8.0,144.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-i5z8a,2026-05-08,Toscana,Lucca,Castelnuovo Di Garfagnana,44.117101,10.343757,1.0,1.0,,387.22,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-f74a1,2026-05-08,Toscana,Lucca,Fosciandora,44.119904,10.469701,1.0,1.0,,392.75,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-6b9ew,2026-05-08,Toscana,Lucca,Camporgiano,44.102509,10.348704,1.0,1.0,,388.78,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-h3zfg,2026-05-08,Toscana,Lucca,Camporgiano,44.119926,10.373661,1.0,1.0,,388.32,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-agmag,2026-05-08,Toscana,Lucca,Villa Collemandina,44.174885,10.3775,1.0,1.0,,383.5,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-h4eeb,2026-05-08,Liguria,Savona,Piana Crixia,44.508944,8.24584,1.0,1.0,,278.2,,
Rabies virus (Inf. with),RABV,,,adis,TR-RABIES-2026-759w7,2026-05-08,MUŞ,MUŞ,,38.52,41.39,2.0,2.0,,2899.88,,
Rabies virus (Inf. with),RABV,,,adis,TR-RABIES-2026-7mma0,2026-05-08,IĞDIR,ARALIK,,39.87,44.52,2.0,1.0,,3065.24,,
Rabies virus (Inf. with),RABV,,,adis,TR-RABIES-2026-w1lja,2026-05-08,HATAY,ALTINÖZÜ,,36.16,36.28,1.0,1.0,,2661.55,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-il89m,2026-05-08,Nordrhein-Westfalen,Olpe,Kirchhundem,51.03,8.09,1.0,1.0,,456.31,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-zsbsc,2026-05-08,Nordrhein-Westfalen,Olpe,Kirchhundem,51.03,8.09,1.0,1.0,,456.31,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-9wfs6,2026-05-08,Nordrhein-Westfalen,Olpe,Kirchhundem,51.03,8.1,1.0,1.0,,456.38,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-hrnss,2026-05-08,Panevezio,Pasvalio,,56.143043,24.315478,1.0,1.0,,1543.75,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-dfrnk,2026-05-08,Panevezio,Pasvalio,,56.151527,24.299615,1.0,1.0,,1543.47,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-at6io,2026-05-08,Panevezio,Pasvalio,,56.153933,24.304719,1.0,1.0,,1543.88,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-5rxtc,2026-05-08,Panevezio,Pasvalio,,56.163568,24.314188,1.0,1.0,,1544.97,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-tjlp4,2026-05-08,Panevezio,Panevėžio,,55.5936,24.085308,1.0,1.0,,1497.93,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-kg3qi,2026-05-08,Panevezio,Panevėžio,,55.580701,24.105603,1.0,1.0,,1498.22,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-ntaet,2026-05-08,Kauno,Kėdainių,,55.389283,24.104161,1.0,1.0,,1486.7,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-s5ioz,2026-05-08,Panevezio,Panevėžio,,55.702512,24.029418,5.0,5.0,,1501.63,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-x6arb,2026-05-08,Panevezio,Panevėžio,,55.720904,24.040954,15.0,15.0,,1503.36,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-etbra,2026-05-08,Šiauliai,Radviliškio,,55.727384,24.034752,2.0,2.0,,1503.43,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-hq0hk,2026-05-08,Šiauliai,Radviliškio,,55.704019,24.03465,1.0,1.0,,1501.99,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-yc2pv,2026-05-08,Šiauliai,Radviliškio,,55.706952,24.059413,1.0,1.0,,1503.47,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-8asfl,2026-05-08,Šiauliai,Radviliškio,,55.700874,24.060994,1.0,1.0,,1503.18,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-fs2sc,2026-05-08,Panevezio,Panevėžio,,55.711824,24.019766,6.0,6.0,,1501.69,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-2115n,2026-05-08,Panevezio,Panevėžio,,55.73405,24.069353,5.0,5.0,,1505.65,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-p3bqj,2026-05-08,Šiauliai,Pakruojo,,56.179518,24.048641,1.0,1.0,,1532.47,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-xsnuk,2026-05-08,Vilniaus,Širvintų,,55.046148,24.843144,1.0,,,1507.4,,
Foot and mouth disease virus (Inf. with),SAT 1,Cattle,,adis,GR-FMD-2026-n4hch,2026-05-08,Lesvos,Lesvos,,39.277624,26.260873,0.0,0.0,167.0,1742.75,,
A.S.F. in domestic pigs,,Swine,,adis,RO-ASF-2026-zum0n,2026-05-08,Mureș,Brancovenesti,,46.870524,24.79036,7.0,7.0,7.0,1314.77,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,BA-ASF-2026-t9h5b,2026-05-08,Federacija Bosna i Hercegovina,Central Bosnia,Busovača,44.089517,17.940009,1.0,1.0,,876.25,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-1fm44,2026-05-08,Zachodniopomorskie,Gryfice,Gryfice,,,21.0,8.0,21.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-y3agi,2026-05-08,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.002,8.17,1.0,1.0,,453.85,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-2z7dj,2026-05-08,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.015,8.08,1.0,1.0,,454.58,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-2f8qr,2026-05-08,Nordrhein-Westfalen,Siegen-Wittgenstein,Kreuztal,51.013,7.96,1.0,0.0,,453.55,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-e4ywv,2026-05-08,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,50.98,8.05,1.0,0.0,,450.49,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-sy1k5,2026-05-08,Nordrhein-Westfalen,Siegen-Wittgenstein,Bad Berleburg,51.06,8.31,1.0,1.0,,461.53,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-90i4g,2026-05-08,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.015,8.08,1.0,1.0,,454.58,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-2sv56,2026-05-08,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.015,8.08,1.0,1.0,,454.58,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-6yq9m,2026-05-08,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.015,8.08,1.0,1.0,,454.58,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-crw14,2026-05-08,Lesvos,Lesvos,,39.309529,26.312809,40.0,0.0,58.0,1744.34,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-zwhp1,2026-05-08,Nordrhein-Westfalen,Siegen-Wittgenstein,Bad Berleburg,51.079,8.36,1.0,1.0,,464.13,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-47gj6,2026-05-08,Nordrhein-Westfalen,Olpe,Kirchhundem,51.03,8.097,1.0,1.0,,456.36,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-90jer,2026-05-08,Wielkopolskie,Ostrów Wielkopolski,Raszków,51.735419,17.762542,4217.0,5.0,4217.0,916.16,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,NO-HPAI(NON-P)-2026-edh3y,2026-05-08,Nordland,Røst,,67.52222,12.10556,1.0,1.0,,2303.33,,
Rabies virus (Inf. with),RABV,Vulpes vulpes,wild,adis,MD-RABIES-2026-6d5wt,2026-05-08,Hîncesti,,,46.753747,28.326741,1.0,1.0,,1583.24,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,ES-ND-2026-munzl,2026-05-08,Comunitat Valenciana,VALENCIA/VALÈNCIA,LA VALL D'ALBAIDA-CASTELLO DE RUGAT,38.883852,-0.382115,15.0,,20040.0,1099.03,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-73fw8,2026-05-09,Toscana,Lucca,Fosciandora,44.155396,10.483351,1.0,1.0,,390.2,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-e6ahr,2026-05-09,Toscana,Lucca,Fosciandora,44.134599,10.460444,1.0,1.0,,391.0,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-uptm3,2026-05-09,Toscana,Lucca,Fosciandora,44.133555,10.480631,1.0,1.0,,392.04,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-zc8ff,2026-05-09,Toscana,Lucca,Fosciandora,44.153516,10.480135,1.0,1.0,,390.22,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-2deoq,2026-05-09,Toscana,Lucca,Fosciandora,44.151606,10.472403,1.0,1.0,,390.03,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-qtcse,2026-05-09,Toscana,Lucca,Fosciandora,44.127432,10.49382,1.0,1.0,,393.21,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-zg3va,2026-05-09,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.126,8.31,1.0,0.0,,468.8,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-shs4i,2026-05-09,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.126,8.31,1.0,0.0,,468.8,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-hz5v4,2026-05-09,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.126,8.31,1.0,0.0,,468.8,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-rwhc2,2026-05-10,Mazowieckie,Żuromin,Lubowidz,53.117803,19.894293,24866.0,300.0,24866.0,1120.35,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-kwsvm,2026-05-10,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,50.98,8.12,1.0,1.0,,451.01,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-12042,2026-05-10,Łódzkie,Zgierz,Aleksandrów Łódzki,51.831079,19.304785,5727.0,694.0,5727.0,1013.69,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-99781,2026-05-10,Warmińsko-Mazurskie,Olsztyn,Purda,53.723143,20.616094,81482.0,750.0,81482.0,1197.24,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-br9kk,2026-05-10,Kujawsko-Pomorskie,Brodnica,Bartniczka,53.19975,19.487964,1900.0,600.0,1900.0,1102.79,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-nv3r7,2026-05-11,Komárom-Esztergom,Tatabánya,,47.566833,18.496727,1.0,,,836.0,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-e7556,2026-05-11,Komárom-Esztergom,Esztergom,,47.726318,18.794508,1.0,,,858.65,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-q04zw,2026-05-11,Szabolcs-Szatmár-Bereg,Nyírbátor,,47.831007,22.200083,2.0,2.0,,1113.21,,
Mycobacterium tuberculosis complex (Inf. with)(2019-),,Cattle,,adis,FR-MTBC-2026-kwagb,2026-05-11,Charente,,,,,1.0,,55.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-79oux,2026-05-11,Warmińsko-Mazurskie,Lidzbark,Lidzbark Warmiński (rural),54.141287,20.443182,1.0,1.0,,1214.45,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-c7xix,2026-05-11,Mazowieckie,Lipsko,Rzeczniów,51.088893,21.31514,3.0,3.0,,1108.89,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-42bo6,2026-05-11,Mazowieckie,Radom,Iłża,51.083951,21.30792,3.0,3.0,,1108.24,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-sf7e4,2026-05-11,Zachodniopomorskie,Drawsko,Wierzchowo,53.417865,16.085991,1.0,,,945.16,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-d1mlh,2026-05-11,Warmińsko-Mazurskie,Ostróda,Miłakowo,53.941432,20.014695,1.0,,,1178.75,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-terix,2026-05-11,Emilia-Romagna,Parma,Palanzano,44.457825,10.240439,1.0,1.0,,351.68,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-bgkpt,2026-05-11,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.12,8.32,1.0,0.0,,468.24,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-4y07g,2026-05-11,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.12,8.32,1.0,0.0,,468.24,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-fgnjp,2026-05-11,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.12,8.32,1.0,0.0,,468.24,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-x0bz5,2026-05-11,Tukuma,Pūres pagasts,,57.0945,22.964837,1.0,0.0,,1542.27,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-ml157,2026-05-11,Wielkopolskie,Ostrów Wielkopolski,Nowe Skalmierzyce,51.761568,17.918684,41515.0,19.0,41515.0,926.86,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-vhkk9,2026-05-11,Warmińsko-Mazurskie,Działdowo,Rybno,53.304153,19.970481,25495.0,2156.0,25495.0,1135.92,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-yre4z,2026-05-11,Sachsen,Görlitz,Markersdorf,51.15,14.85,1.0,1.0,,713.08,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-pjr0s,2026-05-11,Sachsen,Görlitz,Reichenbach/O.L.,51.15,14.78,1.0,1.0,,709.24,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-sy2gy,2026-05-11,Sachsen,Görlitz,Reichenbach/O.L.,51.15,14.78,1.0,1.0,,709.24,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-cdppz,2026-05-11,Sachsen,Görlitz,Reichenbach/O.L.,51.17,14.82,1.0,1.0,,712.81,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-xmkg2,2026-05-11,Sachsen,Görlitz,Markersdorf,51.15,14.85,1.0,1.0,,713.08,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-ox2zv,2026-05-11,Sachsen,Görlitz,Markersdorf,51.15,14.85,1.0,1.0,,713.08,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-l7gko,2026-05-11,Sachsen,Görlitz,Markersdorf,51.15,14.85,1.0,1.0,,713.08,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-ucrj1,2026-05-11,Sachsen,Görlitz,Markersdorf,51.15,14.85,1.0,1.0,,713.08,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,RO-ASF-2026-59l6s,2026-05-11,Maramureș,Baia Sprie,,47.710005,23.663516,1.0,1.0,,1222.84,,
HPAI(NON-P) in Wild Birds,H5N1,Larus argentatus,wild,adis,BE-HPAI(NON-P)-2026-ld1g7,2026-05-11,Wallonie,Hainaut,Thuin,50.174106,4.341442,1.0,1.0,,425.27,,
Sheep pox and goat pox,,,,adis,TR-CAPRIPOX-2026-8v3ei,2026-05-11,TRABZON,AKÇAABAT,,,,1.0,,,,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-iv5pc,2026-05-11,Kujawsko-Pomorskie,Brodnica,Świedziebnia,,,13.0,2.0,13.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,RO-ASF-2026-zblar,2026-05-11,Bacău,Motoseni,,46.309309,27.473471,3.0,3.0,,1526.68,,
Equine infectious anaemia,,Equidae (dom),,adis,HU-EIA-2026-2ejnu,2026-05-11,Bács-Kiskun,Kiskunhalas,,46.42057,19.415703,1.0,,12.0,913.95,,
A.S.F. in wild boar,,,wild,adis,SK-ASF-2026-iapz4,2026-05-11,Banskobystrický,Rimavská Sobota,,,,,,1.0,,,
A.S.F. in wild boar,,,wild,adis,SK-ASF-2026-y9a8l,2026-05-11,Banskobystrický,Žarnovica,,,,,1.0,1.0,,,
A.S.F. in wild boar,,,wild,adis,SK-ASF-2026-xr7s5,2026-05-11,Trenčiansky,Prievidza,,,,,,1.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-3fpzl,2026-05-12,Świętokrzyskie,Starachowice,Brody,51.061138,21.339766,6.0,6.0,,1109.51,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-lz31r,2026-05-12,Kujawsko-Pomorskie,Grudziądz,Grudziądz (rural),53.38988,18.806774,1.0,1.0,,1078.3,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-yvcph,2026-05-12,Kujawsko-Pomorskie,Grudziądz,Gruta,53.461245,18.91369,1.0,1.0,,1088.73,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-813sx,2026-05-12,Kujawsko-Pomorskie,Grudziądz (City),Grudziądz,53.437966,18.78294,1.0,1.0,,1080.27,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-vx8uj,2026-05-12,Kujawsko-Pomorskie,Bydgoszcz,Dąbrowa Chełmińska,53.18905,18.265358,3.0,3.0,,1036.15,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-1iciw,2026-05-12,Kujawsko-Pomorskie,Grudziądz,Grudziądz (rural),53.373566,18.750427,1.0,1.0,,1074.22,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-uavg5,2026-05-12,Kujawsko-Pomorskie,Grudziądz,Grudziądz (rural),53.41783,18.815813,1.0,1.0,,1080.65,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-2dbpd,2026-05-12,Kujawsko-Pomorskie,Grudziądz,Grudziądz (rural),53.392649,18.775219,1.0,1.0,,1076.82,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-bjsp4,2026-05-12,Kujawsko-Pomorskie,Świecie,Świecie,53.430273,18.3647,1.0,1.0,,1057.89,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-s7ew2,2026-05-12,Kujawsko-Pomorskie,Wąbrzeźno,Płużnica,53.348463,18.790601,3.0,3.0,,1074.67,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-yupu1,2026-05-12,Kujawsko-Pomorskie,Bydgoszcz,Dąbrowa Chełmińska,53.193652,18.294008,1.0,1.0,,1037.97,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-04uej,2026-05-12,Kujawsko-Pomorskie,Grudziądz (City),Grudziądz,53.461055,18.76094,1.0,1.0,,1080.68,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-qe4bc,2026-05-12,Kujawsko-Pomorskie,Wąbrzeźno,Płużnica,53.394433,18.792925,1.0,1.0,,1077.87,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-01ees,2026-05-12,Kujawsko-Pomorskie,Grudziądz,Radzyń Chełmiński,53.392237,18.967588,1.0,1.0,,1086.99,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-bphoz,2026-05-12,Kujawsko-Pomorskie,Grudziądz,Grudziądz (rural),53.386673,18.829893,2.0,2.0,,1079.31,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-icarr,2026-05-12,Kujawsko-Pomorskie,Grudziądz (City),Grudziądz,53.43407,18.789869,1.0,1.0,,1080.38,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-p16o5,2026-05-12,Kujawsko-Pomorskie,Świecie,Drzycim,53.549944,18.375902,1.0,1.0,,1066.81,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-etd0z,2026-05-12,Łódzkie,Piotrków,Rozprza,51.322571,19.614529,1.0,1.0,,1008.25,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-z0br9,2026-05-12,Łódzkie,Piotrków,Wola Krzysztoporska,51.328582,19.598567,1.0,1.0,,1007.51,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-n4s9o,2026-05-12,Łódzkie,Piotrków,Wola Krzysztoporska,51.345933,19.589951,2.0,2.0,,1007.76,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-wkmrc,2026-05-12,Łódzkie,Piotrków,Wola Krzysztoporska,51.32992,19.588877,1.0,1.0,,1006.96,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-vu12a,2026-05-12,Łódzkie,Opoczno,Opoczno,51.343329,20.314245,1.0,,,1053.81,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-bik6n,2026-05-12,Podkarpackie,Rzeszów,Chmielnik,49.967088,22.178592,1.0,1.0,,1134.81,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-1a16w,2026-05-12,Podkarpackie,Rzeszów,Hyżne,49.948559,22.174018,1.0,1.0,,1134.08,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-5t2x1,2026-05-12,Podkarpackie,Rzeszów,Tyczyn,49.977752,22.096821,1.0,1.0,,1129.32,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-obe3b,2026-05-12,Podkarpackie,Przemyśl,Dubiecko,49.841565,22.339339,1.0,1.0,,1143.42,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-m75qu,2026-05-12,Podkarpackie,Przeworsk,Jawornik Polski,49.885183,22.283185,1.0,1.0,,1140.38,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-iwoqh,2026-05-12,Podkarpackie,Przeworsk,Jawornik Polski,49.93982,22.279576,2.0,2.0,,1141.29,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-848gc,2026-05-12,Lubelskie,Hrubieszów,Mircze,50.629088,23.780824,3.0,3.0,,1261.52,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-6bjph,2026-05-12,Lubelskie,Hrubieszów,Mircze,50.655747,23.768329,1.0,1.0,,1261.31,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,DE-ND-2026-uj3on,2026-05-12,Bayern,Mühldorf am Inn,Oberbergkirchen,48.31,12.36,50.0,50.0,9500.0,397.98,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-mceth,2026-05-12,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.12,8.3,1.0,0.0,,468.04,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-fuvwm,2026-05-12,Nordrhein-Westfalen,Olpe,Kirchhundem,51.025,8.059,1.0,1.0,,455.53,,
Sheep pox and goat pox,,Sheep,,adis,GR-CAPRIPOX-2026-v0qhh,2026-05-12,Ilia,Andravida-Kyllini,,37.90446,21.252791,,,,1510.96,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-9tpjn,2026-05-12,Nordrhein-Westfalen,Olpe,Kirchhundem,51.025,8.06,1.0,1.0,,455.54,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-vt5ay,2026-05-12,Sachsen,Görlitz,Markersdorf,51.15,14.85,1.0,1.0,,713.08,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-hp8w4,2026-05-12,Sachsen,Görlitz,Markersdorf,51.15,14.85,1.0,1.0,,713.08,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,CZ-ND.NON-P-2026-2j2tm,2026-05-12,Plzeňský,Klatovy,,,,15.0,15.0,31.0,,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-dygif,2026-05-12,Larnaca,,,34.852347,33.592261,12.0,,451.0,2557.89,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-i6311,2026-05-12,Larnaca,,,35.037638,33.539446,7.0,,1180.0,2541.07,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-p4kjv,2026-05-12,Warmińsko-Mazurskie,Lidzbark,Orneta,54.059547,20.187785,1.0,,,1195.64,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-iahbp,2026-05-12,Warmińsko-Mazurskie,Olsztyn (City),Olsztyn,53.74696,20.453114,1.0,1.0,,1189.82,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-zct7p,2026-05-12,Kujawsko-Pomorskie,Wąbrzeźno,Płużnica,53.337604,18.798272,2.0,2.0,,1074.36,,
